period,air_temperature,dewpoint
1317,9.3,7.6
1318,8.7,6.6
1319,8.1,5.6
1320,7.15,4.15
1321,6.2,2.7
1322,5.9,1.1
1323,5.6,-0.5
1324,5.6,-1.9
1325,5.6,-3.3
1326,5.45,-3.3
1327,5.3,-3.3
1328,5.05,-3.2
1329,4.8,-3.1
1330,4.15,-2.6
1331,3.5,-2.1
1332,3.1,-2.35
1333,2.7,-2.6
1334,2.65,-2.6
1335,2.6,-2.6
1336,2.4,-2.4
1337,2.2,-2.2
1338,2.1,-2.2
1339,2.0,-2.2
1340,1.8,-1.75
1341,1.6,-1.3
1342,1.7,-1.3
1343,1.8,-1.3
1344,1.75,-1.25
1345,1.7,-1.2
1346,1.75,-1.3
1347,1.8,-1.4
1348,1.8,-1.25
1349,1.8,-1.1
1350,1.7,-1.0
1351,1.6,-0.9
1352,1.65,-0.95
1353,1.7,-1.0
1354,1.65,-1.1
1355,1.6,-1.2
1356,1.6,-1.3
1357,1.6,-1.4
1358,1.5,-1.1
1359,1.4,-0.8
1360,1.45,-0.9
1361,1.5,-1.0
1362,1.7,-0.95
1363,1.9,-0.9
1364,2.5,-0.75
1365,3.1,-0.6
1366,3.45,-0.25
1367,3.8,0.1
1368,3.95,-0.05
1369,4.1,-0.2
1370,4.1,-0.15
1371,4.1,-0.1
1372,2.25,-0.3
1373,0.4,-0.5
1374,0.6,-0.1
1375,0.8,0.3
1376,0.7,-0.3
1377,0.6,-0.9
1378,0.65,-0.75
1379,0.7,-0.6
1380,0.5,-1.0
1381,0.3,-1.4
1382,0.5,-1.25
1383,0.7,-1.1
1384,0.55,-1.1
1385,0.4,-1.1
1386,0.5,-0.7
1387,0.6,-0.3
1388,0.45,-0.2
1389,0.3,-0.1
1390,0.45,-0.05
1391,0.6,0.0
1392,0.65,-0.1
1393,0.7,-0.2
1394,0.95,-0.15
1395,1.2,-0.1
1396,0.8,-0.1
1397,0.4,-0.1
1398,0.4,0.0
1399,0.4,0.1
1400,0.3,0.05
1401,0.2,0.0
1402,0.2,0.05
1403,0.2,0.1
1404,0.0,-0.1
1405,-0.2,-0.3
1406,-0.3,-0.4
1407,-0.4,-0.5
1408,-0.3,-0.4
1409,-0.2,-0.3
1410,-0.2,-0.3
1411,-0.2,-0.3
1412,0.15,-0.05
1413,0.5,0.2
1414,0.95,0.4
1415,1.4,0.6
1416,1.85,0.65
1417,2.3,0.7
1418,2.65,0.9
1419,3.0,1.1
1420,3.35,1.4
1421,3.7,1.7
1422,4.0,1.7
1423,4.3,1.7
1424,4.15,1.15
1425,4.0,0.6
1426,3.55,0.25
1427,3.1,-0.1
1428,2.75,-0.15
1429,2.4,-0.2
1430,2.05,-0.1
1431,1.7,0.0
1432,1.65,-0.1
1433,1.6,-0.2
1434,1.25,-0.75
1435,0.9,-1.3
1436,0.9,-1.35
1437,0.9,-1.4
1438,0.8,-1.6
1439,0.7,-1.8
1440,0.8,-1.7
1441,0.9,-1.6
1442,0.8,-1.5
1443,0.7,-1.4
1444,0.55,-1.3
1445,0.4,-1.2
1446,0.55,-0.9
1447,0.7,-0.6
1448,0.7,-0.25
1449,0.7,0.1
1450,0.7,0.1
1451,0.7,0.1
1452,0.8,0.3
1453,0.9,0.5
1454,0.7,0.3
1455,0.5,0.1
1456,0.45,0.1
1457,0.4,0.1
1458,0.65,0.45
1459,0.9,0.8
1460,1.2,1.0
1461,1.5,1.2
1462,1.15,0.8
1463,0.8,0.4
1464,1.5,1.15
1465,2.2,1.9
1466,3.0,1.35
1467,3.8,0.8
1468,3.6,0.55
1469,3.4,0.3
1470,3.55,0.0
1471,3.7,-0.3
1472,3.65,-0.5
1473,3.6,-0.7
1474,3.4,-0.85
1475,3.2,-1.0
1476,3.25,-1.5
1477,3.3,-2.0
1478,3.1,-2.05
1479,2.9,-2.1
1480,2.7,-1.9
1481,2.5,-1.7
1482,2.25,-2.05
1483,2.0,-2.4
1484,1.9,-2.6
1485,1.8,-2.8
1486,1.65,-2.65
1487,1.5,-2.5
1488,1.7,-2.55
1489,1.9,-2.6
1490,2.0,-2.5
1491,2.1,-2.4
1492,1.35,-1.45
1493,0.6,-0.5
1494,1.2,-0.75
1495,1.8,-1.0
1496,2.0,-1.2
1497,2.2,-1.4
1498,2.25,-1.55
1499,2.3,-1.7
1500,2.4,-1.75
1501,2.5,-1.8
1502,2.5,-1.9
1503,2.5,-2.0
1504,2.45,-1.95
1505,2.4,-1.9
1506,2.4,-1.9
1507,2.4,-1.9
1508,2.4,-2.0
1509,2.4,-2.1
1510,2.8,-1.95
1511,3.2,-1.8
1512,3.3,-1.8
1513,3.4,-1.8
1514,3.45,-1.7
1515,3.5,-1.6
1516,3.4,-1.8
1517,3.3,-2.0
1518,3.25,-2.15
1519,3.2,-2.3
1520,2.7,-2.65
1521,2.2,-3.0
1522,1.8,-3.0
1523,1.4,-3.0
1524,1.05,-3.2
1525,0.7,-3.4
1526,0.4,-3.5
1527,0.1,-3.6
1528,-0.1,-3.75
1529,-0.3,-3.9
1530,-0.65,-4.1
1531,-1.0,-4.3
1532,-1.2,-4.6
1533,-1.4,-4.9
1534,-1.55,-5.0
1535,-1.7,-5.1
1536,-2.0,-5.25
1537,-2.3,-5.4
1538,-2.15,-5.7
1539,-2.0,-6.0
1540,-2.4,-6.1
1541,-2.8,-6.2
1542,-2.9,-6.15
1543,-3.0,-6.1
1544,-3.05,-6.05
1545,-3.1,-6.0
1546,-2.85,-5.8
1547,-2.6,-5.6
1548,-2.65,-5.4
1549,-2.7,-5.2
1550,-2.75,-5.05
1551,-2.8,-4.9
1552,-2.5,-4.7
1553,-2.2,-4.5
1554,-1.7,-4.05
1555,-1.2,-3.6
1556,-0.7,-3.3
1557,-0.2,-3.0
1558,0.1,-2.95
1559,0.4,-2.9
1560,0.75,-3.05
1561,1.1,-3.2
1562,1.3,-3.55
1563,1.5,-3.9
1564,1.35,-3.8
1565,1.2,-3.7
1566,1.2,-3.65
1567,1.2,-3.6
1568,1.05,-3.7
1569,0.9,-3.8
1570,0.5,-3.9
1571,0.1,-4.0
1572,0.0,-3.95
1573,-0.1,-3.9
1574,-0.25,-3.95
1575,-0.4,-4.0
1576,-0.3,-3.9
1577,-0.2,-3.8
1578,-0.65,-3.0
1579,-1.1,-2.2
1580,-1.05,-2.0
1581,-1.0,-1.8
1582,-1.05,-1.65
1583,-1.1,-1.5
1584,-0.9,-1.4
1585,-0.7,-1.3
1586,-0.55,-1.55
1587,-0.4,-1.8
1588,-0.6,-2.2
1589,-0.8,-2.6
1590,-1.05,-2.8
1591,-1.3,-3.0
1592,-1.35,-2.95
1593,-1.4,-2.9
1594,-1.35,-2.9
1595,-1.3,-2.9
1596,-1.4,-2.85
1597,-1.5,-2.8
1598,-1.6,-2.8
1599,-1.7,-2.8
1600,-1.7,-2.85
1601,-1.7,-2.9
1602,-1.6,-2.8
1603,-1.5,-2.7
1604,-0.7,-1.85
1605,0.1,-1.0
1606,0.35,-0.95
1607,0.6,-0.9
1608,1.05,-0.7
1609,1.5,-0.5
1610,1.9,-0.25
1611,2.3,0.0
1612,2.6,0.15
1613,2.9,0.3
1614,3.15,0.5
1615,3.4,0.7
1616,3.25,0.55
1617,3.1,0.4
1618,2.95,0.65
1619,2.8,0.9
1620,2.15,0.5
1621,1.5,0.1
1622,1.35,-0.05
1623,1.2,-0.2
1624,1.0,-0.75
1625,0.8,-1.3
1626,0.7,-1.75
1627,0.6,-2.2
1628,0.35,-2.1
1629,0.1,-2.0
1630,-0.1,-2.1
1631,-0.3,-2.2
1632,-0.55,-2.15
1633,-0.8,-2.1
1634,-0.85,-1.95
1635,-0.9,-1.8
1636,-0.65,-1.4
1637,-0.4,-1.0
1638,-0.1,-0.65
1639,0.2,-0.3
1640,0.4,-0.2
1641,0.6,-0.1
1642,0.6,-0.05
1643,0.6,0.0
1644,0.5,-0.2
1645,0.4,-0.4
1646,0.35,-0.5
1647,0.3,-0.6
1648,0.05,-0.8
1649,-0.2,-1.0
1650,0.05,-1.0
1651,0.3,-1.0
1652,0.8,-1.35
1653,1.3,-1.7
1654,1.75,-1.6
1655,2.2,-1.5
1656,2.6,-1.25
1657,3.0,-1.0
1658,3.15,-0.6
1659,3.3,-0.2
1660,3.45,0.0
1661,3.6,0.2
1662,3.7,0.0
1663,3.8,-0.2
1664,3.55,-0.4
1665,3.3,-0.6
1666,2.9,-0.7
1667,2.5,-0.8
1668,2.4,-0.9
1669,2.3,-1.0
1670,2.25,-1.0
1671,2.2,-1.0
1672,2.0,-1.05
1673,1.8,-1.1
1674,1.45,-0.85
1675,1.1,-0.6
1676,1.2,-0.7
1677,1.3,-0.8
1678,1.25,-0.65
1679,1.2,-0.5
1680,1.15,-0.4
1681,1.1,-0.3
1682,1.15,-0.45
1683,1.2,-0.6
1684,1.1,-0.75
1685,1.0,-0.9
1686,1.0,-1.0
1687,1.0,-1.1
1688,1.05,-1.3
1689,1.1,-1.5
1690,0.75,-1.65
1691,0.4,-1.8
1692,0.6,-1.95
1693,0.8,-2.1
1694,1.05,-2.3
1695,1.3,-2.5
1696,1.55,-2.2
1697,1.8,-1.9
1698,1.85,-1.7
1699,1.9,-1.5
1700,1.85,-1.0
1701,1.8,-0.5
1702,2.0,0.2
1703,2.2,0.9
1704,2.3,1.15
1705,2.4,1.4
1706,2.4,1.4
1707,2.4,1.4
1708,2.35,1.3
1709,2.3,1.2
1710,2.25,1.25
1711,2.2,1.3
1712,2.15,1.3
1713,2.1,1.3
1714,1.75,1.0
1715,1.4,0.7
1716,1.15,0.5
1717,0.9,0.3
1718,0.8,0.2
1719,0.7,0.1
1720,0.45,-0.4
1721,0.2,-0.9
1722,0.1,-1.0
1723,0.0,-1.1
1724,-0.1,-1.55
1725,-0.2,-2.0
1726,-0.65,-2.3
1727,-1.1,-2.6
1728,-1.15,-3.1
1729,-1.2,-3.6
1730,-1.3,-3.6
1731,-1.4,-3.6
1732,-1.2,-3.35
1733,-1.0,-3.1
1734,-0.5,-2.7
1735,0.0,-2.3
1736,0.1,-2.4
1737,0.2,-2.5
1738,0.25,-2.45
1739,0.3,-2.4
1740,-0.2,-2.45
1741,-0.7,-2.5
1742,-1.0,-2.5
1743,-1.3,-2.5
1744,-1.35,-2.9
1745,-1.4,-3.3
1746,-0.65,-3.25
1747,0.1,-3.2
1748,1.1,-2.75
1749,2.1,-2.3
1750,2.1,-2.2
1751,2.1,-2.1
1752,2.35,-1.9
1753,2.6,-1.7
1754,2.9,-1.85
1755,3.2,-2.0
1756,3.1,-2.2
1757,3.0,-2.4
1758,3.3,-1.95
1759,3.6,-1.5
1760,3.35,-1.7
1761,3.1,-1.9
1762,2.6,-1.75
1763,2.1,-1.6
1764,1.6,-1.55
1765,1.1,-1.5
1766,0.75,-1.6
1767,0.4,-1.7
1768,0.25,-1.65
1769,0.1,-1.6
1770,0.1,-1.5
1771,0.1,-1.4
1772,-0.05,-1.4
1773,-0.2,-1.4
1774,-0.15,-1.3
1775,-0.1,-1.2
1776,-0.2,-1.2
1777,-0.3,-1.2
1778,-0.3,-1.15
1779,-0.3,-1.1
1780,-0.35,-1.1
1781,-0.4,-1.1
1782,-0.5,-1.1
1783,-0.6,-1.1
1784,-0.95,-1.4
1785,-1.3,-1.7
1786,-1.3,-1.7
1787,-1.3,-1.7
1788,-0.5,-0.85
1789,0.3,0.0
1790,0.7,0.2
1791,1.1,0.4
1792,1.25,0.65
1793,1.4,0.9
1794,1.6,1.2
1795,1.8,1.5
1796,2.15,1.9
1797,2.5,2.3
1798,2.75,2.25
1799,3.0,2.2
1800,3.1,2.15
1801,3.2,2.1
1802,3.35,1.95
1803,3.5,1.8
1804,3.5,1.75
1805,3.5,1.7
1806,3.6,1.85
1807,3.7,2.0
1808,3.75,1.8
1809,3.8,1.6
1810,3.75,1.6
1811,3.7,1.6
1812,3.65,1.65
1813,3.6,1.7
1814,3.4,1.6
1815,3.2,1.5
1816,2.95,1.3
1817,2.7,1.1
1818,2.0,0.65
1819,1.3,0.2
1820,1.0,0.1
1821,0.7,0.0
1822,0.6,0.0
1823,0.5,0.0
1824,0.3,-0.2
1825,0.1,-0.4
1826,0.25,-0.2
1827,0.4,0.0
1828,0.75,0.35
1829,1.1,0.7
1830,0.9,0.15
1831,0.7,-0.4
1832,0.55,-0.45
1833,0.4,-0.5
1834,-0.05,-0.85
1835,-0.5,-1.2
1836,-0.45,-1.1
1837,-0.4,-1.0
1838,0.5,-0.45
1839,1.4,0.1
1840,1.6,0.15
1841,1.8,0.2
1842,1.9,0.35
1843,2.0,0.5
1844,2.35,0.2
1845,2.7,-0.1
1846,3.1,0.5
1847,3.5,1.1
1848,4.2,1.5
1849,4.9,1.9
1850,5.75,2.0
1851,6.6,2.1
1852,6.7,2.2
1853,6.8,2.3
1854,7.0,2.55
1855,7.2,2.8
1856,6.75,2.5
1857,6.3,2.2
1858,5.7,2.4
1859,5.1,2.6
1860,4.75,1.85
1861,4.4,1.1
1862,3.55,0.7
1863,2.7,0.3
1864,1.85,0.2
1865,1.0,0.1
1866,1.5,0.9
1867,2.0,1.7
1868,2.25,1.75
1869,2.5,1.8
1870,2.75,1.8
1871,3.0,1.8
1872,3.1,1.95
1873,3.2,2.1
1874,3.45,2.3
1875,3.7,2.5
1876,3.8,2.65
1877,3.9,2.8
1878,3.95,2.9
1879,4.0,3.0
1880,4.05,2.95
1881,4.1,2.9
1882,3.9,2.75
1883,3.7,2.6
1884,3.65,2.7
1885,3.6,2.8
1886,3.65,2.85
1887,3.7,2.9
1888,3.7,2.9
1889,3.7,2.9
1890,4.05,3.0
1891,4.4,3.1
1892,5.05,3.15
1893,5.7,3.2
1894,6.45,3.25
1895,7.2,3.3
1896,7.55,3.35
1897,7.9,3.4
1898,8.35,3.45
1899,8.8,3.5
1900,8.95,3.65
1901,9.1,3.8
1902,8.95,3.8
1903,8.8,3.8
1904,8.25,3.8
1905,7.7,3.8
1906,6.85,3.55
1907,6.0,3.3
1908,5.3,3.0
1909,4.6,2.7
1910,3.8,2.3
1911,3.0,1.9
1912,2.7,1.75
1913,2.4,1.6
1914,2.15,1.45
1915,1.9,1.3
1916,1.75,1.25
1917,1.6,1.2
1918,1.35,1.0
1919,1.1,0.8
1920,0.65,0.35
1921,0.2,-0.1
1922,0.6,0.35
1923,1.0,0.8
1924,1.1,0.95
1925,1.2,1.1
1926,1.1,1.0
1927,1.0,0.9
1928,1.15,1.1
1929,1.3,1.3
1930,1.45,1.45
1931,1.6,1.6
1932,1.75,1.75
1933,1.9,1.9
1934,1.95,1.95
1935,2.0,2.0
1936,1.9,1.9
1937,1.8,1.8
1938,1.9,1.9
1939,2.0,2.0
1940,2.25,2.25
1941,2.5,2.5
1942,2.75,2.75
1943,3.0,3.0
1944,3.35,3.35
1945,3.7,3.7
1946,3.95,3.5
1947,4.2,3.3
1948,4.35,2.6
1949,4.5,1.9
1950,4.6,1.8
1951,4.7,1.7
1952,4.6,1.65
1953,4.5,1.6
1954,4.4,1.5
1955,4.3,1.4
1956,4.2,1.35
1957,4.1,1.3
1958,4.1,1.3
1959,4.1,1.3
1960,4.05,1.25
1961,4.0,1.2
1962,3.25,0.85
1963,2.5,0.5
1964,2.85,0.75
1965,3.2,1.0
1966,3.25,0.9
1967,3.3,0.8
1968,3.35,0.85
1969,3.4,0.9
1970,3.45,1.0
1971,3.5,1.1
1972,3.55,1.1
1973,3.6,1.1
1974,3.5,1.15
1975,3.4,1.2
1976,3.35,1.2
1977,3.3,1.2
1978,3.25,1.2
1979,3.2,1.2
1980,3.25,0.95
1981,3.3,0.7
1982,3.3,0.7
1983,3.3,0.7
1984,3.25,0.65
1985,3.2,0.6
1986,3.25,0.6
1987,3.3,0.6
1988,3.35,0.6
1989,3.4,0.6
1990,3.5,0.65
1991,3.6,0.7
1992,3.65,0.65
1993,3.7,0.6
1994,3.75,0.55
1995,3.8,0.5
1996,3.85,0.55
1997,3.9,0.6
1998,3.9,0.6
1999,3.9,0.6
2000,3.9,0.6
2001,3.9,0.6
2002,3.8,0.65
2003,3.7,0.7
2004,3.7,0.7
2005,3.7,0.7
2006,3.8,0.4
2007,3.9,0.1
2008,3.8,0.1
2009,3.7,0.1
2010,3.75,0.1
2011,3.8,0.1
2012,3.7,0.05
2013,3.6,0.0
2014,3.4,0.0
2015,3.2,0.0
2016,3.3,-0.05
2017,3.4,-0.1
2018,3.45,-0.2
2019,3.5,-0.3
2020,3.45,-0.4
2021,3.4,-0.5
2022,3.35,-0.7
2023,3.3,-0.9
2024,3.15,-0.75
2025,3.0,-0.6
2026,2.95,-0.6
2027,2.9,-0.6
2028,2.85,-0.7
2029,2.8,-0.8
2030,2.7,-0.9
2031,2.6,-1.0
2032,2.85,-1.1
2033,3.1,-1.2
2034,3.1,-1.15
2035,3.1,-1.1
2036,3.1,-1.15
2037,3.1,-1.2
2038,3.2,-1.2
2039,3.3,-1.2
2040,3.3,-1.35
2041,3.3,-1.5
2042,3.3,-1.5
2043,3.3,-1.5
2044,3.3,-1.35
2045,3.3,-1.2
2046,3.3,-1.2
2047,3.3,-1.2
2048,3.2,-0.95
2049,3.1,-0.7
2050,3.1,-1.0
2051,3.1,-1.3
2052,3.0,-1.3
2053,2.9,-1.3
2054,2.9,-1.1
2055,2.9,-0.9
2056,2.85,-0.9
2057,2.8,-0.9
2058,2.5,-1.0
2059,2.2,-1.1
2060,2.15,-1.0
2061,2.1,-0.9
2062,2.15,-0.75
2063,2.2,-0.6
2064,1.8,-0.8
2065,1.4,-1.0
2066,1.65,-0.75
2067,1.9,-0.5
2068,2.15,-0.15
2069,2.4,0.2
2070,2.2,0.4
2071,2.0,0.6
2072,2.15,0.8
2073,2.3,1.0
2074,2.7,1.5
2075,3.1,2.0
2076,3.35,2.35
2077,3.6,2.7
2078,4.25,3.25
2079,4.9,3.8
2080,5.4,4.1
2081,5.9,4.4
2082,6.05,4.5
2083,6.2,4.6
2084,6.35,4.6
2085,6.5,4.6
2086,7.0,4.45
2087,7.5,4.3
2088,7.8,4.1
2089,8.1,3.9
2090,8.0,4.15
2091,7.9,4.4
2092,7.6,4.6
2093,7.3,4.8
2094,6.8,4.8
2095,6.3,4.8
2096,6.6,5.2
2097,6.9,5.6
2098,7.15,5.4
2099,7.4,5.2
2100,7.1,5.05
2101,6.8,4.9
2102,6.8,5.05
2103,6.8,5.2
2104,6.45,4.75
2105,6.1,4.3
2106,5.85,3.9
2107,5.6,3.5
2108,5.05,3.4
2109,4.5,3.3
2110,4.6,3.55
2111,4.7,3.8
2112,4.65,4.05
2113,4.6,4.3
2114,4.65,4.35
2115,4.7,4.4
2116,4.75,4.5
2117,4.8,4.6
2118,4.85,4.7
2119,4.9,4.8
2120,5.0,4.85
2121,5.1,4.9
2122,5.05,4.9
2123,5.0,4.9
2124,5.1,5.0
2125,5.2,5.1
2126,5.35,5.2
2127,5.5,5.3
2128,5.35,5.1
2129,5.2,4.9
2130,5.25,4.8
2131,5.3,4.7
2132,5.5,4.6
2133,5.7,4.5
2134,5.85,4.95
2135,6.0,5.4
2136,6.35,5.75
2137,6.7,6.1
2138,6.95,6.0
2139,7.2,5.9
2140,7.45,5.95
2141,7.7,6.0
2142,7.45,6.0
2143,7.2,6.0
2144,7.15,5.9
2145,7.1,5.8
2146,7.05,5.75
2147,7.0,5.7
2148,6.9,5.8
2149,6.8,5.9
2150,6.6,5.8
2151,6.4,5.7
2152,6.35,5.7
2153,6.3,5.7
2154,6.25,5.6
2155,6.2,5.5
2156,5.95,5.35
2157,5.7,5.2
2158,5.7,5.1
2159,5.7,5.0
2160,5.6,5.0
2161,5.5,5.0
2162,5.3,4.8
2163,5.1,4.6
2164,5.15,4.75
2165,5.2,4.9
2166,5.05,4.7
2167,4.9,4.5
2168,4.8,4.45
2169,4.7,4.4
2170,4.7,4.4
2171,4.7,4.4
2172,4.75,4.45
2173,4.8,4.5
2174,4.75,4.45
2175,4.7,4.4
2176,4.7,4.45
2177,4.7,4.5
2178,4.55,4.35
2179,4.4,4.2
2180,4.6,4.45
2181,4.8,4.7
2182,5.3,5.2
2183,5.8,5.7
2184,6.1,5.35
2185,6.4,5.0
2186,6.2,4.85
2187,6.0,4.7
2188,6.2,4.85
2189,6.4,5.0
2190,6.4,4.8
2191,6.4,4.6
2192,6.25,4.3
2193,6.1,4.0
2194,6.1,4.0
2195,6.1,4.0
2196,6.15,4.0
2197,6.2,4.0
2198,6.15,4.1
2199,6.1,4.2
2200,5.4,3.35
2201,4.7,2.5
2202,4.1,2.55
2203,3.5,2.6
2204,3.2,2.35
2205,2.9,2.1
2206,2.6,1.95
2207,2.3,1.8
2208,2.4,1.95
2209,2.5,2.1
2210,2.55,2.1
2211,2.6,2.1
2212,2.6,2.0
2213,2.6,1.9
2214,2.55,2.0
2215,2.5,2.1
2216,2.65,2.3
2217,2.8,2.5
2218,2.9,2.7
2219,3.0,2.9
2220,3.15,3.1
2221,3.3,3.3
2222,3.6,3.55
2223,3.9,3.8
2224,4.15,4.05
2225,4.4,4.3
2226,4.7,4.35
2227,5.0,4.4
2228,5.4,4.45
2229,5.8,4.5
2230,5.85,4.6
2231,5.9,4.7
2232,5.75,4.95
2233,5.6,5.2
2234,5.7,5.35
2235,5.8,5.5
2236,5.9,5.65
2237,6.0,5.8
2238,6.05,5.85
2239,6.1,5.9
2240,5.9,5.45
2241,5.7,5.0
2242,5.35,4.45
2243,5.0,3.9
2244,4.95,3.85
2245,4.9,3.8
2246,4.65,3.7
2247,4.4,3.6
2248,4.55,3.4
2249,4.7,3.2
2250,4.25,2.95
2251,3.8,2.7
2252,3.4,2.45
2253,3.0,2.2
2254,2.8,1.9
2255,2.6,1.6
2256,2.5,1.55
2257,2.4,1.5
2258,2.4,1.25
2259,2.4,1.0
2260,2.05,0.9
2261,1.7,0.8
2262,1.7,0.75
2263,1.7,0.7
2264,1.5,0.6
2265,1.3,0.5
2266,1.2,0.5
2267,1.1,0.5
2268,1.15,0.45
2269,1.2,0.4
2270,1.15,0.25
2271,1.1,0.1
2272,1.1,0.1
2273,1.1,0.1
2274,1.35,0.25
2275,1.6,0.4
2276,2.3,0.5
2277,3.0,0.6
2278,3.8,0.9
2279,4.6,1.2
2280,5.1,0.75
2281,5.6,0.3
2282,6.4,1.0
2283,7.2,1.7
2284,7.65,1.35
2285,8.1,1.0
2286,8.05,1.0
2287,8.0,1.0
2288,8.0,0.05
2289,8.0,-0.9
2290,7.2,-0.8
2291,6.4,-0.7
2292,5.65,-0.45
2293,4.9,-0.2
2294,4.25,-0.35
2295,3.6,-0.5
2296,3.3,-0.5
2297,3.0,-0.5
2298,2.7,-0.65
2299,2.4,-0.8
2300,2.25,-0.95
2301,2.1,-1.1
2302,1.95,-1.1
2303,1.8,-1.1
2304,1.55,-1.15
2305,1.3,-1.2
2306,1.2,-1.1
2307,1.1,-1.0
2308,1.2,-0.9
2309,1.3,-0.8
2310,1.1,-0.85
2311,0.9,-0.9
2312,1.1,-0.75
2313,1.3,-0.6
2314,1.3,-0.65
2315,1.3,-0.7
2316,1.15,-0.65
2317,1.0,-0.6
2318,0.95,-0.65
2319,0.9,-0.7
2320,1.15,-0.55
2321,1.4,-0.4
2322,2.1,-0.1
2323,2.8,0.2
2324,3.7,0.65
2325,4.6,1.1
2326,5.4,1.5
2327,6.2,1.9
2328,7.15,2.45
2329,8.1,3.0
2330,8.45,3.2
2331,8.8,3.4
2332,9.05,3.55
2333,9.3,3.7
2334,9.4,3.7
2335,9.5,3.7
2336,9.4,3.55
2337,9.3,3.4
2338,8.8,3.6
2339,8.3,3.8
2340,7.75,3.65
2341,7.2,3.5
2342,6.75,3.35
2343,6.3,3.2
2344,6.0,3.0
2345,5.7,2.8
2346,5.5,2.7
2347,5.3,2.6
2348,5.3,2.7
2349,5.3,2.8
2350,5.65,2.85
2351,6.0,2.9
2352,5.95,2.8
2353,5.9,2.7
2354,5.6,2.5
2355,5.3,2.3
2356,5.25,2.55
2357,5.2,2.8
2358,5.05,2.75
2359,4.9,2.7
2360,4.5,2.5
2361,4.1,2.3
2362,4.1,2.3
2363,4.1,2.3
2364,4.05,2.3
2365,4.0,2.3
2366,3.95,2.25
2367,3.9,2.2
2368,4.25,2.45
2369,4.6,2.7
2370,4.95,3.0
2371,5.3,3.3
2372,5.7,3.65
2373,6.1,4.0
2374,6.3,4.55
2375,6.5,5.1
2376,6.7,5.45
2377,6.9,5.8
2378,6.95,5.95
2379,7.0,6.1
2380,7.1,6.3
2381,7.2,6.5
2382,7.3,6.6
2383,7.4,6.7
2384,7.3,6.65
2385,7.2,6.6
2386,7.0,6.2
2387,6.8,5.8
2388,6.75,5.9
2389,6.7,6.0
2390,6.7,6.05
2391,6.7,6.1
2392,6.8,6.3
2393,6.9,6.5
2394,6.85,6.3
2395,6.8,6.1
2396,6.55,5.8
2397,6.3,5.5
2398,6.0,5.35
2399,5.7,5.2
2400,5.6,5.15
2401,5.5,5.1
2402,5.3,4.95
2403,5.1,4.8
2404,5.1,4.8
2405,5.1,4.8
2406,4.95,4.7
2407,4.8,4.6
2408,4.7,4.45
2409,4.6,4.3
2410,4.4,4.1
2411,4.2,3.9
2412,3.6,3.25
2413,3.0,2.6
2414,2.6,2.25
2415,2.2,1.9
2416,2.25,2.0
2417,2.3,2.1
2418,2.55,2.4
2419,2.8,2.7
2420,3.1,2.85
2421,3.4,3.0
2422,3.9,3.05
2423,4.4,3.1
2424,4.8,2.75
2425,5.2,2.4
2426,5.35,2.45
2427,5.5,2.5
2428,5.5,2.3
2429,5.5,2.1
2430,5.5,1.65
2431,5.5,1.2
2432,5.35,1.45
2433,5.2,1.7
2434,5.0,1.8
2435,4.8,1.9
2436,4.05,1.85
2437,3.3,1.8
2438,3.25,1.65
2439,3.2,1.5
2440,3.25,1.65
2441,3.3,1.8
2442,3.25,1.65
2443,3.2,1.5
2444,2.9,1.2
2445,2.6,0.9
2446,2.5,0.85
2447,2.4,0.8
2448,2.3,0.75
2449,2.2,0.7
2450,2.35,0.75
2451,2.5,0.8
2452,2.55,0.85
2453,2.6,0.9
2454,2.55,0.95
2455,2.5,1.0
2456,2.4,1.05
2457,2.3,1.1
2458,2.2,1.25
2459,2.1,1.4
2460,1.95,1.2
2461,1.8,1.0
2462,1.6,0.85
2463,1.4,0.7
2464,1.4,0.65
2465,1.4,0.6
2466,1.7,0.7
2467,2.0,0.8
2468,2.65,1.05
2469,3.3,1.3
2470,3.6,1.05
2471,3.9,0.8
2472,4.65,0.85
2473,5.4,0.9
2474,5.6,0.45
2475,5.8,0.0
2476,5.7,0.15
2477,5.6,0.3
2478,5.9,0.5
2479,6.2,0.7
2480,5.25,0.4
2481,4.3,0.1
2482,4.05,0.15
2483,3.8,0.2
2484,3.25,-0.2
2485,2.7,-0.6
2486,2.45,-0.4
2487,2.2,-0.2
2488,1.9,-0.25
2489,1.6,-0.3
2490,1.5,-0.45
2491,1.4,-0.6
2492,1.3,-0.65
2493,1.2,-0.7
2494,1.2,-0.75
2495,1.2,-0.8
2496,0.8,-1.0
2497,0.4,-1.2
2498,0.3,-1.35
2499,0.2,-1.5
2500,0.0,-1.6
2501,-0.2,-1.7
2502,-0.2,-1.6
2503,-0.2,-1.5
2504,-0.05,-1.5
2505,0.1,-1.5
2506,-0.25,-1.85
2507,-0.6,-2.2
2508,-0.95,-2.3
2509,-1.3,-2.4
2510,-1.3,-2.25
2511,-1.3,-2.1
2512,-0.8,-1.8
2513,-0.3,-1.5
2514,0.0,-1.4
2515,0.3,-1.3
2516,0.85,-0.75
2517,1.4,-0.2
2518,2.35,0.15
2519,3.3,0.5
2520,3.6,0.95
2521,3.9,1.4
2522,4.15,1.5
2523,4.4,1.6
2524,4.25,2.2
2525,4.1,2.8
2526,4.1,3.0
2527,4.1,3.2
2528,4.1,3.2
